,subj_idx,trial_PE,trial_TR_PE,trial_TI_PE,rt,pupil_response_1,pupil_response_2,missed_response,response
47,0,PU,0,1,1.33334616224,0.676129853548,0.994578071959,0,1.0
48,0,PP,0,0,1.61674969817,0.419467230348,0.840855715017,0,0.0
49,0,PP,0,0,1.25844790255,1.11367028106,1.65323222631,0,1.0
50,0,PP,0,0,0.841765769926,2.10752851229,1.30297813891,0,0.0
51,0,PP,0,0,1.70006970369,0.593318250616,1.25790454517,0,1.0
52,0,UU,1,1,1.16664457245,1.55213072872,2.06425652413,0,1.0
53,0,PP,0,0,1.7500850271,0.882512453737,2.23567642537,0,0.0
54,0,UU,1,1,1.79172336328,1.50899430841,1.1944610981,0,1.0
55,0,PU,0,1,1.10011360704,1.42822861188,1.67613173375,0,0.0
56,0,UU,1,1,2.15002972029,0.362586267619,2.70643871081,0,0.0
57,0,PP,0,0,1.18344245026,1.14132467425,2.29122535675,0,1.0
58,0,PU,0,1,0.991766981544,0.851790219626,2.24603891405,0,1.0
59,0,PP,0,0,0.758437496881,0.272127458438,2.92955905231,0,1.0
60,0,PU,0,1,1.11672760395,1.21118098078,2.69249051329,0,1.0
61,0,UU,1,1,0.883513579392,1.31942341994,2.64143735981,0,1.0
62,0,PP,0,0,1.90002323456,0.907813954514,1.18725264306,0,1.0
63,0,UU,1,1,1.64177147166,1.69870265066,0.839629421395,0,1.0
64,0,PP,0,0,1.14177731594,0.458617937246,1.8432297777,0,1.0
65,0,UU,1,1,1.26677613996,0.976851168197,1.1434108808,0,1.0
66,0,PP,0,0,1.54171915825,2.4093386276,2.80734655938,0,1.0
67,0,PP,0,0,1.66674478042,2.26360281465,2.73442904715,0,1.0
68,0,UU,1,1,1.65006806445,1.80538745632,1.1714306357,0,1.0
69,0,PP,0,0,1.85008174861,0.879404388805,2.06470154985,0,1.0
70,0,PU,0,1,1.34173996958,0.478313703876,1.33903096407,0,1.0
71,0,PP,0,0,1.54175222831,0.0935766416219,2.15166174735,0,0.0
72,0,PP,0,0,1.47508043008,1.88576611821,1.55918864388,0,1.0
73,0,UP,1,0,1.82515718967,1.16566204815,1.25960090876,0,0.0
74,0,PP,0,0,1.7834287661,1.51706039037,2.99184813195,0,0.0
75,0,UP,1,0,0.808446548384,0.525772060303,1.86226006439,0,1.0
76,0,PP,0,0,0.966805931514,1.20249854921,2.79426645477,0,1.0
77,0,PP,0,0,0.883531824938,1.65978574097,0.842912338746,0,1.0
78,0,UP,1,0,1.15004482988,2.20657975173,1.05391831976,0,1.0
79,0,PP,0,0,2.01672717632,0.705659807112,1.05141304205,0,1.0
80,0,PP,0,0,1.19179834108,2.21318883321,2.24157324117,0,1.0
81,0,UP,1,0,2.20006842081,1.34265272824,0.858592436687,0,1.0
82,0,PP,0,0,2.3917036923,1.09409113406,2.51529134276,0,1.0
83,0,PP,0,0,1.85009885381,0.997930930394,1.75779720908,0,0.0
